id,source,source_subset,src_lang,tgt_lang,src_text,tgt_text,source_id,license,quality_status,verification_status,notes
TT-V2-TAT-00542,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,वह मेरा मित्र है।,ᱩᱱᱤ ᱫᱚ ᱤᱧᱤᱡ ᱜᱟᱛᱮ ᱠᱟᱱᱟᱭ᱾,hin:4070554|sat:10531717|via_eng:298009,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00543,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,उसने अपना नाम दोबारा धीरे से बोला।,ᱩᱱᱤ ᱟᱡᱟᱜ ᱧᱩᱛᱩᱢ ᱵᱟᱹᱭ ᱛᱮ ᱫᱚᱦᱨᱟᱣ ᱠᱮᱜᱼᱟᱭ ᱾,hin:476297|sat:10303060|via_eng:298854,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00544,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,उसने अपने बेटे का नाम जेम्स रखा।,ᱩᱱᱤ ᱟᱡ ᱨᱤᱱ ᱜᱤᱫᱽᱨᱟᱹᱟᱜ ᱧᱩᱛᱩᱢ ᱡᱮᱢᱥ ᱮ ᱫᱚᱦᱚ ᱠᱮᱜᱼᱟᱭ ᱾,hin:491742|sat:10303061|via_eng:300979,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00545,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धीरे चल।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱟᱲᱟᱢ ᱢᱮ ᱾,hin:6829751|sat:11124310|via_eng:30117,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00546,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धीरे चलो।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱟᱲᱟᱢ ᱢᱮ ᱾,hin:6829752|sat:11124310|via_eng:30117,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00547,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धीरे चलिए।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱟᱲᱟᱢ ᱢᱮ ᱾,hin:6829753|sat:11124310|via_eng:30117,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00548,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धीरे काम कर।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱮ ᱠᱟᱹᱢᱤ ᱢᱮ ᱾,hin:6829755|sat:11174855|via_eng:30124,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00549,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धीरे काम करो।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱮ ᱠᱟᱹᱢᱤ ᱢᱮ ᱾,hin:6829756|sat:11174855|via_eng:30124,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00550,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धीरे काम कीजिए।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱮ ᱠᱟᱹᱢᱤ ᱢᱮ ᱾,hin:6829757|sat:11174855|via_eng:30124,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00551,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गाड़ी धीरे चला।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱮ ᱪᱟᱹᱞᱩᱭᱟ ᱢᱮ ᱾,hin:6829758|sat:11174856|via_eng:30126,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00552,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गाड़ी धीरे चलाओ।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱮ ᱪᱟᱹᱞᱩᱭᱟ ᱢᱮ ᱾,hin:6829759|sat:11174856|via_eng:30126,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00553,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गाड़ी धीरे चलाइए।,ᱵᱟᱹᱭᱼᱵᱟᱹᱭ ᱛᱮ ᱪᱟᱹᱞᱩᱭᱟ ᱢᱮ ᱾,hin:6829760|sat:11174856|via_eng:30126,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00554,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,और जोर से।,ᱡᱟᱹᱥᱛᱤ ᱥᱟᱰᱮ ᱾,hin:4407724|sat:11165047|via_eng:30397,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00555,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,"ज़रा और ज़ोर से, कृप्या।","ᱫᱟᱭᱟᱠᱟᱛᱮ, ᱡᱟᱹᱥᱛᱤ ᱥᱟᱰᱮ ᱪᱷᱚᱭ ᱢᱮ ᱾",hin:6829761|sat:11174858|via_eng:30399,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00556,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,और धीमे!,ᱥᱟᱸᱱᱛᱤ!,hin:6178934|sat:10547697|via_eng:30433,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00557,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,और धीमे!,ᱥᱟᱱᱛ !,hin:6178934|sat:11163979|via_eng:30433,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00558,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गाड़ी पीली है।,ᱠᱟᱨ ᱫᱚ ᱥᱟᱥᱟᱝ ᱜᱮᱭᱟ ᱾,hin:10047693|sat:12645770|via_eng:3050133,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00559,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,निश्चित ही,ᱱᱤᱦᱟᱹᱛᱤ!,hin:6178948|sat:11163999|via_eng:30542,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00560,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,रजनीकान्त भारत में सुपरस्टार है।,ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱨᱚᱡᱱᱤᱠᱟᱱᱛᱷ ᱫᱚ ᱢᱤᱫ ᱱᱟᱭᱚᱠ ᱠᱟᱱᱟᱭ ᱾,hin:3704937|sat:10775999|via_eng:3074671,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00561,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,उसको अंदर ले आओ।,ᱩᱱᱤ ᱵᱷᱤᱛᱤᱨ ᱛᱮ ᱟᱹᱜᱩᱭᱮᱢ ᱾,hin:475932|sat:11245713|via_eng:307895,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00562,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आपका स्वागत हैं।,ᱥᱟᱹᱜᱩᱱ ᱫᱟᱨᱟᱢ!,hin:3120148|sat:11163810|via_eng:3120149,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00563,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,हम चावल खाते हैं।,ᱟᱞᱮ ᱫᱟᱠᱟ ᱞᱮ ᱡᱚᱢᱟ᱾,hin:3937207|sat:10549496|via_eng:3127597,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00564,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,उससे उसका बस्ता छीन लिया गया।,ᱩᱱᱤᱭᱟᱜ ᱵᱮᱜᱽ ᱠᱚ ᱨᱮᱡ ᱠᱮᱜᱼᱟ᱾,hin:516789|sat:10531363|via_eng:313038,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00565,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,समझ आया?,ᱵᱩᱡᱷᱟᱹᱣ ᱠᱮᱜᱼᱟᱢ ?,hin:8879540|sat:11170108|via_eng:3133955,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00566,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,उसने मेरी कमीज़ खींची।,ᱩᱱᱤ ᱫᱚᱛᱚ ᱚᱨ ᱠᱮᱫ ᱛᱤᱧᱟᱭ ᱾,hin:516768|sat:12531018|via_eng:314283,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00567,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे और एक कप चाय दे दो।,ᱟᱨ ᱢᱤᱫᱴᱟᱹᱝ ᱮᱴᱟᱜ ᱪᱟ ᱠᱚᱯ ᱮᱢᱟᱹᱧ ᱢᱮ ᱾,hin:4061163|sat:11296238|via_eng:31449,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00568,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे और एक कप चाय दीजिए।,ᱟᱨ ᱢᱤᱫᱴᱟᱹᱝ ᱮᱴᱟᱜ ᱪᱟ ᱠᱚᱯ ᱮᱢᱟᱹᱧ ᱢᱮ ᱾,hin:4061165|sat:11296238|via_eng:31449,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00569,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे नौकरी दो।,ᱢᱤᱫᱴᱟᱹᱝ ᱪᱟᱹᱠᱨᱤ ᱮᱢᱟᱹᱧ ᱢᱮ ᱾,hin:3616986|sat:11233481|via_eng:3151542,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00570,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे नौकरी दीजिए।,ᱢᱤᱫᱴᱟᱹᱝ ᱪᱟᱹᱠᱨᱤ ᱮᱢᱟᱹᱧ ᱢᱮ ᱾,hin:3616991|sat:11233481|via_eng:3151542,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00571,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,लगभग.,ᱯᱟᱠᱷᱟ ᱯᱟᱹᱠᱷᱤ ᱾,hin:6178949|sat:11184300|via_eng:31567,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00572,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,टॉम ने चावल बनाया।,ᱴᱚᱢ ᱫᱟᱠᱟ ᱛᱮᱭᱟᱨ ᱠᱮᱜᱼᱟᱭ᱾,hin:3617020|sat:10549497|via_eng:3171237,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00573,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर कोशिश कर।,ᱫᱩᱦᱲᱟᱹ ᱪᱮᱥᱴᱟᱭ ᱢᱮ ᱾,hin:6829762|sat:11174866|via_eng:31723,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00574,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर कोशिश करो।,ᱫᱩᱦᱲᱟᱹ ᱪᱮᱥᱴᱟᱭ ᱢᱮ ᱾,hin:6829763|sat:11174866|via_eng:31723,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00575,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर कोशिश कीजिए।,ᱫᱩᱦᱲᱟᱹ ᱪᱮᱥᱴᱟᱭ ᱢᱮ ᱾,hin:6829764|sat:11174866|via_eng:31723,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00576,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,कुछ मछलियाँ उड़ सकतीं हैं।,ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱦᱟᱹᱠᱩ ᱠᱚ ᱩᱰᱟᱹᱣᱜᱼᱟ ᱾,hin:498173|sat:11243264|via_eng:317963,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00577,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अंदर रहना।,ᱵᱷᱤᱛᱤᱨ ᱨᱮ ᱛᱟᱦᱮᱱ ᱢᱮ ᱾,hin:3616925|sat:11182931|via_eng:3184869,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00578,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अंदर रहिए।,ᱵᱷᱤᱛᱤᱨ ᱨᱮ ᱛᱟᱦᱮᱱ ᱢᱮ ᱾,hin:3616926|sat:11182931|via_eng:3184869,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00579,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे उसका नाम बताओ।,ᱩᱱᱤᱩᱟᱜ ᱧᱩᱛᱩᱢ ᱵᱟᱛᱟᱣ ᱟᱹᱧ ᱢᱮ ᱾,hin:3617235|sat:10303046|via_eng:3199827,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00580,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे उसका नाम बताइये।,ᱩᱱᱤᱩᱟᱜ ᱧᱩᱛᱩᱢ ᱵᱟᱛᱟᱣ ᱟᱹᱧ ᱢᱮ ᱾,hin:3617236|sat:10303046|via_eng:3199827,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00581,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पता है।,ᱤᱧ ᱵᱟᱲᱟᱭ ᱠᱟᱹᱫᱮᱭᱟᱹᱧ ᱾,hin:4638776|sat:11175511|via_eng:319990,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00582,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे पता है।,ᱤᱧ ᱵᱟᱲᱟᱭ ᱠᱟᱹᱫᱮᱭᱟᱹᱧ ᱾,hin:4638777|sat:11175511|via_eng:319990,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00583,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पढ़ो!,ᱯᱟᱲᱦᱟᱣ!,hin:6179044|sat:11163976|via_eng:320395,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00584,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं भारत जाना चाहता हूँ।,ᱤᱧ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱪᱟᱞᱟᱣ ᱥᱮᱱᱟᱹᱧ ᱠᱟᱱᱟ ᱾,hin:3704938|sat:11185054|via_eng:3213304,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00585,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं भारत जाना चाहती हूँ।,ᱤᱧ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱪᱟᱞᱟᱣ ᱥᱮᱱᱟᱹᱧ ᱠᱟᱱᱟ ᱾,hin:3704939|sat:11185054|via_eng:3213304,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00586,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं हर साल जाता हूँ।,ᱤᱧ ᱡᱷᱚᱛᱚ ᱥᱮᱨᱢᱟᱸ ᱪᱟᱞᱟᱜ ᱠᱟᱹᱱᱟᱹᱧ ᱾,hin:475852|sat:11388724|via_eng:322472,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00587,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,खड़ा हो!,ᱪᱮᱛᱟᱱ ᱵᱮᱨᱮᱫ ᱢᱮ !,hin:6830399|sat:11175517|via_eng:325429,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00588,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,खड़ा होइए!,ᱪᱮᱛᱟᱱ ᱵᱮᱨᱮᱫ ᱢᱮ !,hin:6830400|sat:11175517|via_eng:325429,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00589,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं अच्छा रसोइया हूँ।,ᱤᱧ ᱫᱚ ᱢᱤᱫᱴᱟᱹᱝ ᱵᱮᱥ ᱨᱟᱹᱱᱫᱷᱩᱬᱤ ᱠᱟᱹᱱᱟᱹᱧ ᱾,hin:487507|sat:10324381|via_eng:325794,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00590,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं अच्छा बावर्ची हूँ।,ᱤᱧ ᱫᱚ ᱢᱤᱫᱴᱟᱹᱝ ᱵᱮᱥ ᱨᱟᱹᱱᱫᱷᱩᱬᱤ ᱠᱟᱹᱱᱟᱹᱧ ᱾,hin:487508|sat:10324381|via_eng:325794,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00591,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैंने एक सेब खाया।,ᱤᱧ ᱫᱚ ᱢᱤᱫᱴᱟᱹᱝ ᱥᱮᱣ ᱡᱚᱢ ᱠᱮᱜᱼᱟᱹᱧ ᱾,hin:7946406|sat:10649384|via_eng:3294474,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00592,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सुप्रभात!,ᱥᱟᱹᱜᱩᱱ ᱥᱮᱛᱟᱜ!,hin:3120146|sat:11120777|via_eng:329713,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00593,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं दूध पीता हूँ।,ᱤᱧ ᱛᱳᱣᱟ ᱤᱧ ᱧᱩᱭᱟ᱾,hin:7959199|sat:10531520|via_eng:3304449,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00594,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं दूध पीती हूँ।,ᱤᱧ ᱛᱳᱣᱟ ᱤᱧ ᱧᱩᱭᱟ᱾,hin:7959201|sat:10531520|via_eng:3304449,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00595,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बॉब ने मेरी मदद की।,ᱵᱚᱵ ᱜᱚᱲᱚ ᱟ ᱫᱤᱧᱟᱭ ᱾,hin:3930186|sat:11427711|via_eng:33256,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00596,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गेंद फेंकिए।,ᱫᱟᱭᱟᱠᱟᱛᱮ ᱵᱚᱞ ᱛᱷᱤᱭᱟᱹᱭ ᱢᱮ ᱾,hin:459402|sat:11381110|via_eng:33628,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00597,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अभी भी बहुत गरम है।,ᱱᱚᱶᱟ ᱱᱤᱛ ᱦᱚᱸ ᱞᱚᱞᱚ ᱜᱮᱭᱟ ᱾,hin:3639020|sat:11217470|via_eng:3363727,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00598,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शाबाश!,ᱴᱤ ᱴᱚᱲᱚᱜ !,hin:6179203|sat:11184319|via_eng:3368502,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00599,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बच्चों को लाओ।,ᱜᱤᱫᱽᱨᱟᱹ ᱟᱹᱜᱩ ᱠᱚᱢ ᱾,hin:3638949|sat:11247587|via_eng:3374175,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00600,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बच्चों को लाइए।,ᱜᱤᱫᱽᱨᱟᱹ ᱟᱹᱜᱩ ᱠᱚᱢ ᱾,hin:3638950|sat:11247587|via_eng:3374175,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00601,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,वह किताब छिपाओ।,ᱚᱱᱟ ᱯᱚᱛᱚᱵ ᱯᱟᱲᱦᱟᱣ ‌ᱢᱮ᱾,hin:3638943|sat:10552659|via_eng:3374198,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00602,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,वह किताब छिपाइए।,ᱚᱱᱟ ᱯᱚᱛᱚᱵ ᱯᱟᱲᱦᱟᱣ ‌ᱢᱮ᱾,hin:3638944|sat:10552659|via_eng:3374198,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00603,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,भारत एशिया में है।,ᱵᱷᱟᱨᱚᱛ ᱫᱚ ᱮᱥᱤᱭᱟ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾,hin:3704929|sat:10550489|via_eng:3378180,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00604,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,भारत एशिया में है।,ᱥᱤᱧᱚᱛ ᱫᱚ ᱮᱥᱤᱭᱟ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾,hin:3704929|sat:10550491|via_eng:3378180,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00605,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,क्या आपका नाम टॉम है?,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱴᱚᱢ ᱪᱮ?,hin:3638909|sat:10303047|via_eng:3405320,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00606,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,क्या तुम्हारा नाम टॉम है?,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱴᱚᱢ ᱪᱮ?,hin:3638910|sat:10303047|via_eng:3405320,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00607,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,क्या आपका नाम टॉम है?,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱴᱚᱢ ᱠᱟᱱᱟ ᱪᱮ?,hin:3638909|sat:10303048|via_eng:3405320,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
